0.0;-984.614;0.000;85.958;
0.009;-992.428;0.000;85.958;
0.018;-1000.243;-7.814;78.144;
0.028;-1015.872;-7.814;70.329;
0.037;-1008.057;-7.814;70.329;
0.047;-1000.243;-7.814;62.515;
0.056;-992.428;-15.628;62.515;
0.066;-1008.057;-15.628;70.329;
0.075;-1023.686;-23.443;85.958;
0.085;-1039.315;-15.628;85.958;
0.095;-1015.872;-23.443;85.958;
0.104;-1008.057;-23.443;78.144;
0.114;-984.614;-46.886;62.515;
0.124;-992.428;-31.257;46.886;
0.133;-1000.243;-23.443;39.072;
0.142;-1000.243;-7.814;39.072;
0.151;-992.428;0.000;39.072;
0.16;-992.428;0.000;39.072;
0.169;-984.614;0.000;23.443;
0.178;-984.614;7.814;31.257;
0.187;-976.800;0.000;15.628;
0.196;-992.428;-15.628;31.257;
0.206;-984.614;-23.443;46.886;
0.215;-984.614;-7.814;70.329;
0.224;-968.985;-15.628;78.144;
0.234;-945.542;-15.628;78.144;
0.242;-937.728;0.000;78.144;
0.251;-961.171;0.000;78.144;
0.26;-961.171;0.000;78.144;
0.27;-976.800;-15.628;78.144;
0.279;-1000.243;-31.257;70.329;
0.289;-992.428;-23.443;78.144;
0.298;-992.428;-46.886;70.329;
0.308;-1000.243;-39.072;62.515;
0.318;-1000.243;-31.257;54.700;
0.327;-1000.243;-23.443;70.329;
0.337;-1031.500;-15.628;70.329;
0.347;-1015.872;-15.628;70.329;
0.356;-1023.686;-15.628;62.515;
0.366;-1015.872;-15.628;54.700;
0.376;-1008.057;-15.628;62.515;
0.385;-1008.057;-23.443;62.515;
0.395;-1008.057;-23.443;62.515;
0.405;-1015.872;-23.443;70.329;
0.415;-1015.872;-23.443;85.958;
0.424;-1023.686;-39.072;85.958;
0.434;-1031.500;-23.443;78.144;
0.444;-1031.500;-31.257;70.329;
0.453;-1023.686;-31.257;62.515;
0.463;-1023.686;-23.443;70.329;
0.473;-1015.872;-15.628;85.958;
0.482;-1008.057;-15.628;85.958;
0.492;-992.428;-15.628;93.772;
0.501;-992.428;-7.814;109.401;
0.51;-992.428;0.000;101.587;
0.52;-984.614;0.000;101.587;
0.529;-984.614;-7.814;117.216;
0.538;-992.428;0.000;101.587;
0.547;-1000.243;7.814;101.587;
0.557;-1000.243;15.628;93.772;
0.566;-992.428;31.257;93.772;
0.575;-1000.243;39.072;78.144;
0.584;-992.428;39.072;85.958;
0.594;-992.428;31.257;85.958;
0.603;-976.800;39.072;85.958;
0.612;-984.614;31.257;85.958;
0.621;-992.428;31.257;93.772;
0.63;-992.428;31.257;93.772;
0.639;-984.614;23.443;101.587;
0.648;-968.985;23.443;93.772;
0.658;-968.985;39.072;70.329;
0.667;-968.985;39.072;78.144;
0.676;-961.171;46.886;62.515;
0.685;-961.171;39.072;78.144;
0.694;-968.985;54.700;70.329;
0.703;-968.985;46.886;78.144;
0.712;-953.356;39.072;70.329;
0.721;-961.171;31.257;85.958;
0.731;-984.614;23.443;101.587;
0.74;-984.614;23.443;101.587;
0.749;-976.800;0.000;101.587;
0.758;-961.171;0.000;140.659;
0.767;-961.171;7.814;132.844;
0.777;-968.985;23.443;156.288;
0.786;-961.171;46.886;140.659;
0.795;-976.800;46.886;148.473;
0.805;-984.614;54.700;140.659;
0.814;-992.428;70.329;148.473;
0.824;-1015.872;78.144;140.659;
0.834;-1015.872;70.329;164.102;
0.843;-1031.500;62.515;179.731;
0.853;-1031.500;78.144;195.360;
0.863;-1015.872;85.958;203.174;
0.872;-1023.686;93.772;203.174;
0.882;-1023.686;101.587;210.988;
0.892;-1023.686;101.587;203.174;
0.902;-1031.500;93.772;195.360;
0.912;-1015.872;78.144;210.988;
0.921;-1023.686;85.958;226.617;
0.931;-1031.500;93.772;218.803;
0.941;-1047.129;117.216;218.803;
0.951;-1039.315;109.401;203.174;
0.961;-1047.129;117.216;203.174;
0.971;-1015.872;117.216;218.803;
0.98;-992.428;125.030;234.432;
0.99;-984.614;125.030;234.432;
1.0;-984.614;132.844;234.432;
1.009;-961.171;132.844;234.432;
1.019;-945.542;171.916;210.988;
1.029;-945.542;171.916;210.988;
1.039;-945.542;195.360;226.617;
1.048;-937.728;210.988;210.988;
1.057;-937.728;226.617;226.617;
1.068;-929.913;234.432;210.988;
1.077;-922.099;234.432;242.246;
1.087;-906.470;226.617;273.503;
1.097;-914.284;234.432;312.576;
1.106;-898.656;242.246;359.462;
1.116;-859.584;265.689;414.163;
1.126;-820.512;304.761;445.420;
1.135;-781.440;351.648;429.792;
1.144;-726.739;367.276;351.648;
1.155;-640.780;351.648;226.617;
1.164;-515.750;296.947;78.144;
1.174;-437.606;187.545;-78.144;
1.184;-359.462;54.700;-187.545;
1.193;-336.019;0.000;-179.731;
1.201;-390.720;7.814;-54.700;
1.21;-531.379;39.072;70.329;
1.22;-726.739;-70.329;132.844;
1.231;-1039.315;-320.390;117.216;
1.241;-1570.694;-320.390;359.462;
1.25;-1726.982;-70.329;421.977;
1.261;-1422.220;46.886;273.503;
1.271;-1086.201;-93.772;-7.814;
1.281;-804.883;-273.503;-171.916;
1.291;-640.780;-343.833;-62.515;
1.3;-593.894;-343.833;39.072;
