0.0;-1.000.243;-46.886;7.814
0.01;-1.000.243;-54.700;39.072
0.02;-1.008.057;-31.257;23.443
0.029;-992.428;-15.628;39.072
0.038;-992.428;-31.257;70.329
0.048;-1.000.243;-31.257;70.329
0.058;-1.015.872;-7.814;62.515
0.067;-1.023.686;0.000;39.072
0.076;-1.031.500;-15.628;-7.814
0.086;-1.039.315;0.000;-15.628
0.095;-1.031.500;-15.628;-7.814
0.105;-1.054.943;-15.628;54.700
0.115;-1.047.129;-7.814;93.772
0.124;-1.054.943;7.814;101.587
0.133;-1.062.758;0.000;101.587
0.143;-1.062.758;0.000;101.587
0.152;-1.054.943;0.000;101.587
0.162;-1.039.315;-23.443;101.587
0.172;-1.047.129;-15.628;85.958
0.181;-1.070.572;-15.628;70.329
0.191;-1.039.315;0.000;85.958
0.2;-1.039.315;7.814;54.700
0.209;-1.047.129;7.814;46.886
0.218;-1.047.129;0.000;62.515
0.227;-1.047.129;0.000;62.515
0.236;-1.031.500;0.000;39.072
0.245;-1.039.315;0.000;46.886
0.255;-1.031.500;-23.443;39.072
0.265;-1.023.686;-23.443;23.443
0.274;-1.031.500;-15.628;54.700
0.284;-1.015.872;-15.628;62.515
0.294;-1.015.872;-15.628;85.958
0.303;-1.000.243;-7.814;93.772
0.312;-1.000.243;7.814;117.216
0.322;-1.000.243;15.628;117.216
0.332;-1.015.872;39.072;109.401
0.342;-1.008.057;54.700;117.216
0.351;-1.000.243;70.329;93.772
0.36;-984.614;85.958;93.772
0.369;-968.985;70.329;93.772
0.379;-976.800;78.144;101.587
0.388;-976.800;93.772;109.401
0.397;-976.800;93.772;140.659
0.407;-968.985;70.329;125.030
0.416;-976.800;62.515;132.844
0.426;-961.171;54.700;156.288
0.435;-961.171;54.700;156.288
0.444;-945.542;31.257;164.102
0.454;-929.913;46.886;164.102
0.463;-922.099;62.515;195.360
0.473;-890.841;62.515;203.174
0.482;-883.027;46.886;195.360
0.491;-883.027;54.700;156.288
0.501;-875.212;78.144;156.288
0.51;-859.584;85.958;164.102
0.52;-843.955;93.772;164.102
0.529;-820.512;78.144;179.731
0.538;-820.512;78.144;203.174
0.548;-820.512;70.329;218.803
0.557;-820.512;101.587;226.617
0.567;-828.326;101.587;226.617
0.577;-804.883;117.216;234.432
0.587;-804.883;125.030;234.432
0.596;-820.512;140.659;257.875
0.606;-851.769;171.916;242.246
0.616;-875.212;195.360;273.503
0.625;-867.398;195.360;289.132
0.635;-867.398;179.731;304.761
0.645;-890.841;195.360;320.390
0.654;-890.841;179.731;359.462
0.664;-898.656;187.545;367.276
0.674;-890.841;210.988;382.905
0.683;-875.212;234.432;406.348
0.693;-859.584;265.689;421.977
0.703;-859.584;281.318;414.163
0.713;-867.398;265.689;398.534
0.722;-875.212;273.503;390.720
0.732;-875.212;281.318;398.534
0.742;-875.212;296.947;390.720
0.751;-883.027;312.576;390.720
0.761;-890.841;351.648;429.792
0.771;-929.913;359.462;445.420
0.78;-945.542;351.648;406.348
0.79;-914.284;359.462;328.204
0.8;-883.027;382.905;296.947
0.81;-843.955;445.420;336.019
0.819;-890.841;484.492;382.905
0.829;-1.078.387;461.049;367.276
0.839;-1.375.334;414.163;312.576
0.849;-1.515.993;343.833;250.060
0.859;-1.242.489;187.545;226.617
0.868;-914.284;15.628;179.731
0.878;-632.966;-31.257;234.432
0.888;-507.936;-46.886;203.174
0.897;-539.193;-93.772;148.473
0.907;-711.110;-109.401;109.401
0.917;-953.356;-93.772;54.700
0.926;-953.356;-31.257;31.257
0.936;-1.109.644;-23.443;31.257
0.945;-1.164.345;31.257;7.814
0.955;-1.117.459;125.030;-39.072
0.965;-1.039.315;187.545;-39.072
0.974;-992.428;187.545;-31.257
0.984;-984.614;210.988;-62.515
0.994;-961.171;171.916;-78.144
1.003;-945.542;148.473;-70.329
1.013;-968.985;140.659;-101.587
1.023;-992.428;132.844;-117.216
1.033;-1.008.057;109.401;-109.401
1.043;-1.015.872;85.958;-85.958
1.053;-1.008.057;39.072;-23.443
1.062;-1.015.872;7.814;7.814
1.071;-1.015.872;-31.257;23.443
1.081;-1.008.057;-70.329;15.628
1.091;-1.000.243;-101.587;23.443
1.101;-1.008.057;-85.958;-15.628
1.111;-1.015.872;-62.515;-7.814
1.12;-1.015.872;0.000;-70.329
1.13;-1.023.686;46.886;-140.659
1.14;-1.031.500;85.958;-171.916
1.15;-1.015.872;117.216;-210.988
1.16;-1.015.872;148.473;-218.803
1.17;-1.008.057;171.916;-218.803
1.181;-1.015.872;171.916;-203.174
1.191;-984.614;125.030;-218.803
1.201;-968.985;125.030;-171.916
1.21;-961.171;78.144;-164.102
1.22;-976.800;93.772;-140.659
1.23;-984.614;70.329;-109.401
1.239;-1.000.243;15.628;-85.958
1.249;-1.000.243;-15.628;-54.700
1.259;-984.614;-62.515;-62.515
1.269;-992.428;-85.958;-31.257
1.279;-1.000.243;-78.144;-39.072
1.288;-1.008.057;-62.515;-46.886
1.298;-1.015.872;-31.257;-62.515
1.308;-1.015.872;-7.814;-31.257
1.317;-1.015.872;7.814;-46.886
1.327;-1.023.686;15.628;-85.958
1.337;-1.008.057;7.814;-101.587
1.346;-992.428;23.443;-70.329
1.356;-1.000.243;62.515;-85.958
1.366;-1.000.243;93.772;-125.030
1.376;-992.428;117.216;-140.659
1.386;-961.171;101.587;-171.916
1.395;-968.985;85.958;-203.174
1.405;-976.800;85.958;-203.174
1.415;-976.800;78.144;-187.545
1.424;-968.985;85.958;-148.473
1.434;-976.800;109.401;-140.659
1.444;-968.985;78.144;-132.844
1.454;-992.428;23.443;-109.401
1.464;-1.023.686;-46.886;-93.772
1.474;-1.039.315;-109.401;-62.515
1.484;-1.054.943;-117.216;-31.257
1.493;-1.054.943;-85.958;0.000
1.503;-1.054.943;-62.515;31.257
1.512;-1.023.686;-31.257;7.814
1.522;-1.023.686;39.072;15.628
1.532;-1.039.315;117.216;15.628
1.542;-1.078.387;203.174;-54.700
1.552;-1.156.531;218.803;-148.473
1.562;-1.297.190;257.875;-242.246
1.572;-1.390.963;265.689;-273.503
1.582;-1.336.262;234.432;-179.731
1.592;-1.297.190;203.174;-39.072
1.602;-1.273.747;140.659;85.958
1.612;-1.226.860;70.329;187.545
1.621;-1.226.860;-7.814;195.360
1.631;-1.242.489;-62.515;226.617
1.641;-1.226.860;-85.958;234.432
1.651;-1.172.160;-101.587;226.617
1.661;-1.140.902;-70.329;218.803
1.671;-1.101.830;-39.072;179.731
1.681;-1.094.015;-15.628;101.587
1.69;-1.140.902;-39.072;7.814
1.7;-1.187.788;-85.958;-93.772
1.711;-1.258.118;-109.401;-171.916
1.721;-1.297.190;-132.844;-234.432
1.732;-1.273.747;-156.288;-257.875
1.742;-1.195.603;-156.288;-234.432
1.752;-1.133.088;-132.844;-210.988
1.762;-1.101.830;-85.958;-187.545
1.773;-1.133.088;-70.329;-179.731
1.783;-1.125.273;23.443;-171.916
1.793;-1.109.644;125.030;-132.844
1.803;-1.062.758;148.473;-54.700
1.813;-1.008.057;117.216;-23.443
1.822;-945.542;70.329;-7.814
1.831;-890.841;39.072;15.628
1.84;-843.955;46.886;-23.443
1.85;-797.068;23.443;-39.072
1.859;-765.811;15.628;-70.329
1.869;-757.996;15.628;-101.587
1.878;-765.811;7.814;-85.958
1.887;-757.996;-15.628;-93.772
1.897;-765.811;-62.515;-93.772
1.907;-773.625;-117.216;-62.515
1.917;-765.811;-156.288;-39.072
1.926;-773.625;-164.102;7.814
1.936;-773.625;-156.288;46.886
1.946;-773.625;-171.916;85.958
1.956;-765.811;-156.288;109.401
1.966;-765.811;-140.659;164.102
1.975;-765.811;-132.844;195.360
1.985;-742.368;-109.401;210.988
1.995;-711.110;-93.772;250.060
2.005;-695.481;-46.886;250.060
2.014;-695.481;-7.814;265.689
2.024;-703.296;23.443;234.432
2.033;-703.296;23.443;234.432
2.042;-718.924;62.515;234.432
2.052;-734.553;101.587;226.617
2.062;-773.625;140.659;242.246
2.071;-828.326;187.545;265.689
2.081;-875.212;226.617;320.390
2.091;-945.542;289.132;359.462
2.101;-984.614;336.019;398.534
2.11;-1.031.500;367.276;437.606
2.12;-1.109.644;406.348;500.121
2.13;-1.148.716;390.720;492.307
2.14;-1.187.788;406.348;507.936
2.15;-1.172.160;382.905;531.379
2.16;-1.172.160;390.720;562.636
2.17;-1.109.644;328.204;562.636
2.18;-1.047.129;234.432;523.564
2.189;-914.284;125.030;500.121
2.199;-812.697;46.886;492.307
2.208;-679.852;15.628;429.792
2.217;-609.523;0.000;320.390
2.227;-578.265;15.628;296.947
2.236;-640.780;171.916;390.720
2.246;-1.094.015;367.276;273.503
2.256;-1.719.168;468.864;62.515
2.266;-1.977.043;593.894;125.030
2.276;-1.781.683;547.007;296.947
2.286;-1.297.190;359.462;210.988
2.295;-664.223;46.886;-7.814
2.304;-273.503;-23.443;31.257
2.314;-218.803;-125.030;46.886
2.324;-382.905;-328.204;109.401
2.334;-703.296;-390.720;85.958
2.344;-1.070.572;-242.246;-78.144
2.354;-1.273.747;-15.628;-218.803
2.364;-1.305.004;187.545;-234.432
2.374;-1.179.974;257.875;-179.731
2.385;-1.039.315;218.803;-109.401
2.394;-968.985;164.102;-93.772
2.404;-906.470;132.844;-54.700
2.414;-883.027;117.216;-39.072
2.423;-898.656;93.772;-46.886
2.433;-953.356;46.886;-46.886
2.442;-953.356;46.886;-46.886
2.451;-968.985;46.886;-31.257
2.461;-984.614;23.443;-7.814
2.469;-976.800;0.000;31.257
2.479;-984.614;-23.443;46.886
2.488;-976.800;-62.515;15.628
2.497;-984.614;-85.958;0.000
2.507;-992.428;-54.700;-54.700
2.517;-1.015.872;-7.814;-93.772
2.527;-1.031.500;31.257;-125.030
2.536;-1.023.686;78.144;-148.473
2.547;-1.031.500;125.030;-148.473
2.557;-1.015.872;140.659;-164.102
2.567;-992.428;156.288;-164.102
2.577;-953.356;164.102;-210.988
2.587;-945.542;171.916;-242.246
2.596;-953.356;164.102;-250.060
2.606;-968.985;171.916;-203.174
2.616;-984.614;132.844;-156.288
2.626;-992.428;70.329;-132.844
2.635;-961.171;15.628;-93.772
2.645;-953.356;-31.257;-62.515
2.655;-914.284;-54.700;-31.257
2.664;-945.542;-85.958;7.814
2.673;-976.800;-62.515;46.886
2.683;-1.008.057;-46.886;62.515
2.692;-1.023.686;-7.814;70.329
2.702;-1.054.943;15.628;39.072
2.711;-1.039.315;15.628;39.072
2.721;-1.054.943;54.700;31.257
2.73;-1.070.572;0.000;-31.257
2.74;-1.070.572;-70.329;-140.659
2.75;-1.062.758;-31.257;-78.144
2.76;-1.047.129;39.072;-54.700
2.769;-1.062.758;78.144;-31.257
2.779;-1.039.315;117.216;-46.886
2.789;-1.015.872;117.216;-85.958
2.799;-1.000.243;117.216;-78.144
2.809;-1.008.057;109.401;-54.700
2.819;-1.008.057;101.587;-31.257
2.829;-1.008.057;109.401;-31.257
2.838;-1.023.686;70.329;-7.814
2.847;-984.614;54.700;15.628
2.856;-968.985;23.443;-7.814
2.865;-968.985;0.000;0.000
2.875;-984.614;-46.886;-31.257
2.884;-984.614;-62.515;-15.628
