0.0;-992.428;46.886;31.257;
0.009;-1000.243;23.443;23.443;
0.018;-1000.243;31.257;23.443;
0.028;-1000.243;31.257;31.257;
0.037;-1000.243;39.072;31.257;
0.046;-992.428;46.886;23.443;
0.056;-1000.243;54.700;23.443;
0.065;-1000.243;31.257;15.628;
0.074;-1000.243;46.886;31.257;
0.084;-1008.057;46.886;39.072;
0.093;-1000.243;15.628;46.886;
0.103;-1000.243;15.628;46.886;
0.112;-1008.057;31.257;39.072;
0.121;-1015.872;31.257;39.072;
0.131;-1008.057;23.443;54.700;
0.14;-992.428;23.443;31.257;
0.149;-1008.057;23.443;39.072;
0.158;-984.614;39.072;39.072;
0.168;-984.614;54.700;39.072;
0.177;-984.614;54.700;39.072;
0.186;-984.614;39.072;62.515;
0.195;-976.800;46.886;62.515;
0.204;-992.428;54.700;54.700;
0.213;-1000.243;46.886;46.886;
0.222;-992.428;62.515;39.072;
0.232;-992.428;62.515;31.257;
0.241;-992.428;70.329;39.072;
0.25;-992.428;70.329;54.700;
0.259;-984.614;62.515;39.072;
0.268;-992.428;70.329;46.886;
0.277;-992.428;62.515;39.072;
0.286;-992.428;62.515;39.072;
0.295;-992.428;62.515;31.257;
0.305;-1000.243;46.886;31.257;
0.314;-992.428;39.072;46.886;
0.323;-992.428;54.700;46.886;
0.332;-1008.057;54.700;39.072;
0.341;-992.428;46.886;23.443;
0.351;-1000.243;23.443;31.257;
0.36;-1000.243;39.072;46.886;
0.369;-992.428;31.257;46.886;
0.378;-992.428;39.072;39.072;
0.387;-992.428;23.443;31.257;
0.397;-992.428;23.443;31.257;
0.406;-1000.243;23.443;54.700;
0.415;-1015.872;7.814;54.700;
0.424;-1008.057;7.814;46.886;
0.433;-1008.057;15.628;39.072;
0.443;-1000.243;0.000;31.257;
0.452;-1000.243;7.814;39.072;
0.461;-1008.057;15.628;46.886;
0.47;-1000.243;15.628;54.700;
0.48;-1000.243;7.814;46.886;
0.489;-992.428;31.257;54.700;
0.498;-984.614;31.257;54.700;
0.507;-992.428;31.257;46.886;
0.516;-992.428;31.257;46.886;
0.525;-992.428;39.072;46.886;
0.534;-992.428;23.443;31.257;
0.543;-976.800;23.443;23.443;
0.552;-984.614;0.000;46.886;
0.561;-984.614;7.814;62.515;
0.57;-976.800;15.628;78.144;
0.579;-968.985;15.628;70.329;
0.588;-992.428;31.257;54.700;
0.598;-992.428;31.257;39.072;
0.607;-1000.243;39.072;31.257;
0.616;-1000.243;39.072;31.257;
0.626;-1008.057;23.443;39.072;
0.635;-1008.057;23.443;39.072;
0.644;-1008.057;39.072;23.443;
0.654;-992.428;31.257;46.886;
0.663;-992.428;31.257;46.886;
0.672;-992.428;23.443;46.886;
0.681;-984.614;31.257;46.886;
0.69;-984.614;23.443;62.515;
0.699;-992.428;54.700;70.329;
0.708;-1000.243;62.515;62.515;
0.718;-1000.243;70.329;70.329;
0.727;-992.428;70.329;78.144;
0.736;-984.614;78.144;78.144;
0.745;-984.614;78.144;78.144;
0.754;-984.614;78.144;62.515;
0.763;-984.614;78.144;70.329;
0.773;-984.614;93.772;70.329;
0.782;-984.614;78.144;54.700;
0.791;-984.614;46.886;46.886;
0.8;-968.985;54.700;46.886;
0.809;-961.171;54.700;31.257;
0.818;-961.171;54.700;46.886;
0.827;-968.985;62.515;54.700;
0.836;-945.542;62.515;46.886;
0.845;-945.542;62.515;46.886;
0.854;-961.171;62.515;39.072;
0.864;-968.985;109.401;78.144;
0.873;-968.985;125.030;78.144;
0.883;-1000.243;125.030;70.329;
0.893;-1008.057;132.844;78.144;
0.902;-1015.872;132.844;93.772;
0.912;-1015.872;125.030;46.886;
0.922;-1023.686;109.401;54.700;
0.931;-1008.057;85.958;62.515;
0.94;-1000.243;70.329;62.515;
0.95;-992.428;62.515;78.144;
0.959;-984.614;39.072;85.958;
0.968;-992.428;39.072;85.958;
0.977;-984.614;39.072;62.515;
0.986;-1000.243;31.257;70.329;
0.996;-1000.243;39.072;54.700;
1.005;-992.428;39.072;54.700;
1.015;-1000.243;46.886;70.329;
1.023;-992.428;39.072;54.700;
1.033;-1008.057;46.886;70.329;
1.042;-1000.243;23.443;70.329;
1.051;-992.428;23.443;62.515;
1.06;-992.428;31.257;70.329;
1.069;-984.614;46.886;62.515;
1.078;-976.800;46.886;54.700;
1.088;-1000.243;62.515;46.886;
1.097;-1008.057;39.072;39.072;
1.107;-1000.243;62.515;62.515;
1.116;-992.428;46.886;54.700;
1.125;-992.428;46.886;85.958;
1.134;-984.614;31.257;62.515;
1.143;-984.614;46.886;62.515;
1.152;-992.428;54.700;62.515;
1.161;-976.800;46.886;62.515;
1.17;-984.614;39.072;62.515;
1.179;-984.614;46.886;62.515;
1.189;-1000.243;46.886;54.700;
1.198;-1000.243;39.072;62.515;
1.208;-1000.243;46.886;46.886;
1.217;-1000.243;39.072;39.072;
1.226;-992.428;62.515;62.515;
1.235;-992.428;70.329;54.700;
1.244;-992.428;70.329;54.700;
1.253;-984.614;54.700;54.700;
1.263;-992.428;46.886;54.700;
1.272;-984.614;46.886;54.700;
1.281;-984.614;54.700;54.700;
1.29;-1000.243;39.072;46.886;
1.299;-984.614;31.257;46.886;
1.308;-976.800;54.700;54.700;
1.317;-976.800;39.072;70.329;
1.327;-984.614;31.257;39.072;
1.336;-984.614;31.257;54.700;
1.345;-1000.243;39.072;85.958;
1.354;-1000.243;39.072;85.958;
1.364;-1000.243;39.072;54.700;
1.373;-1008.057;31.257;62.515;
1.383;-1008.057;39.072;39.072;
1.392;-1000.243;23.443;62.515;
1.401;-992.428;15.628;46.886;
1.41;-1000.243;7.814;46.886;
1.419;-992.428;-7.814;54.700;
1.429;-1008.057;-7.814;31.257;
1.438;-1015.872;-7.814;54.700;
1.448;-1008.057;-7.814;46.886;
1.457;-992.428;-7.814;62.515;
1.466;-984.614;-7.814;78.144;
1.475;-976.800;-7.814;62.515;
1.484;-976.800;-7.814;62.515;
1.493;-984.614;-7.814;78.144;
1.502;-1000.243;0.000;70.329;
1.511;-1008.057;0.000;54.700;
1.52;-1008.057;7.814;54.700;
1.529;-1008.057;7.814;54.700;
1.539;-1000.243;31.257;54.700;
1.548;-1000.243;23.443;62.515;
1.557;-992.428;39.072;62.515;
1.566;-992.428;39.072;62.515;
1.576;-984.614;31.257;54.700;
1.585;-984.614;23.443;54.700;
1.594;-984.614;23.443;54.700;
1.603;-984.614;39.072;54.700;
1.612;-992.428;54.700;54.700;
1.621;-976.800;78.144;70.329;
1.63;-976.800;93.772;78.144;
1.639;-984.614;93.772;70.329;
1.649;-1000.243;85.958;70.329;
1.658;-992.428;109.401;62.515;
1.667;-1000.243;85.958;54.700;
1.677;-1000.243;85.958;54.700;
1.686;-984.614;62.515;54.700;
1.695;-984.614;85.958;70.329;
1.704;-992.428;70.329;85.958;
1.713;-992.428;70.329;85.958;
1.722;-976.800;54.700;85.958;
1.731;-992.428;31.257;78.144;
1.741;-992.428;31.257;78.144;
1.75;-984.614;31.257;70.329;
1.759;-976.800;15.628;62.515;
1.768;-992.428;0.000;54.700;
1.776;-976.800;0.000;46.886;
1.785;-992.428;7.814;54.700;
1.794;-992.428;0.000;78.144;
1.803;-992.428;0.000;78.144;
1.812;-1000.243;7.814;70.329;
1.821;-1015.872;7.814;70.329;
1.831;-1023.686;15.628;62.515;
1.84;-1008.057;15.628;54.700;
